record_id,period,provider_code,provider_name,specialty_code,specialty_name,region_code,region_name,total_waiting,within_18_weeks,over_18_weeks,over_52_weeks,median_wait_weeks,avg_wait_weeks
3679,2022-01-01,RJE,University Hospitals of North Midlands NHS Trust,C_130,Ear Nose & Throat,Y59,Midlands,1436,968,468,90,13.1,14.6
3680,2022-01-01,RJE,University Hospitals of North Midlands NHS Trust,C_140,Ophthalmology,Y59,Midlands,3283,2291,992,121,11.8,13.1
3681,2022-01-01,RJE,University Hospitals of North Midlands NHS Trust,C_150,Oral Surgery,Y59,Midlands,3172,2225,947,73,15.7,18.1
3682,2022-01-01,RJE,University Hospitals of North Midlands NHS Trust,C_160,Neurosurgery,Y59,Midlands,2328,1550,778,56,18.6,24.8
3683,2022-01-01,RJE,University Hospitals of North Midlands NHS Trust,C_170,Plastic Surgery,Y59,Midlands,2193,1610,583,64,19.9,23.5
3684,2022-01-01,RJE,University Hospitals of North Midlands NHS Trust,C_180,Cardiothoracic Surgery,Y59,Midlands,2472,1850,622,107,9.2,9.9
3685,2022-01-01,RJE,University Hospitals of North Midlands NHS Trust,C_190,Gynaecology,Y59,Midlands,3120,2178,942,132,11.6,15.5
3686,2022-01-01,RJE,University Hospitals of North Midlands NHS Trust,C_320,Cardiology,Y59,Midlands,2726,2063,663,36,27.3,29.0
3687,2022-01-01,RJE,University Hospitals of North Midlands NHS Trust,C_330,Dermatology,Y59,Midlands,2837,2069,768,100,16.3,18.0
3688,2022-01-01,RJE,University Hospitals of North Midlands NHS Trust,C_340,Respiratory Medicine,Y59,Midlands,3268,2473,795,75,10.4,13.9
3689,2022-01-01,RJE,University Hospitals of North Midlands NHS Trust,C_350,Gastroenterology,Y59,Midlands,744,538,206,35,22.8,31.6
3690,2022-01-01,RJE,University Hospitals of North Midlands NHS Trust,C_360,Rheumatology,Y59,Midlands,446,299,147,31,17.2,19.6
3691,2022-01-01,RR1,Heart of England NHS Foundation Trust,C_100,General Surgery,Y59,Midlands,2410,1753,657,108,25.3,27.8
3692,2022-01-01,RR1,Heart of England NHS Foundation Trust,C_110,Urology,Y59,Midlands,795,610,185,27,23.0,28.1
3693,2022-01-01,RR1,Heart of England NHS Foundation Trust,C_120,Trauma & Orthopaedics,Y59,Midlands,2103,1344,759,98,18.3,24.2
3694,2022-01-01,RR1,Heart of England NHS Foundation Trust,C_130,Ear Nose & Throat,Y59,Midlands,690,466,224,55,8.6,9.6
3695,2022-01-01,RR1,Heart of England NHS Foundation Trust,C_140,Ophthalmology,Y59,Midlands,737,518,219,33,19.7,24.9
3696,2022-01-01,RR1,Heart of England NHS Foundation Trust,C_150,Oral Surgery,Y59,Midlands,721,524,197,20,26.5,28.4
3697,2022-01-01,RR1,Heart of England NHS Foundation Trust,C_160,Neurosurgery,Y59,Midlands,2343,1659,684,145,22.0,29.3
3698,2022-01-01,RR1,Heart of England NHS Foundation Trust,C_170,Plastic Surgery,Y59,Midlands,501,375,126,25,25.0,27.3
3699,2022-01-01,RR1,Heart of England NHS Foundation Trust,C_180,Cardiothoracic Surgery,Y59,Midlands,1503,1247,256,27,9.7,11.8
3700,2022-01-01,RR1,Heart of England NHS Foundation Trust,C_190,Gynaecology,Y59,Midlands,1687,1267,420,101,10.8,12.0
3701,2022-01-01,RR1,Heart of England NHS Foundation Trust,C_320,Cardiology,Y59,Midlands,332,260,72,7,20.4,22.1
3702,2022-01-01,RR1,Heart of England NHS Foundation Trust,C_330,Dermatology,Y59,Midlands,180,131,49,7,25.7,28.7
3703,2022-01-01,RR1,Heart of England NHS Foundation Trust,C_340,Respiratory Medicine,Y59,Midlands,1311,1017,294,24,11.4,14.0
3704,2022-01-01,RR1,Heart of England NHS Foundation Trust,C_350,Gastroenterology,Y59,Midlands,2790,2078,712,136,9.4,10.2
3705,2022-01-01,RR1,Heart of England NHS Foundation Trust,C_360,Rheumatology,Y59,Midlands,2494,1692,802,135,13.4,19.1
3706,2022-01-01,RX1,Nottingham University Hospitals NHS Trust,C_100,General Surgery,Y59,Midlands,2739,2298,441,27,14.5,15.6
3707,2022-01-01,RX1,Nottingham University Hospitals NHS Trust,C_110,Urology,Y59,Midlands,395,329,66,11,23.4,31.7
3708,2022-01-01,RX1,Nottingham University Hospitals NHS Trust,C_120,Trauma & Orthopaedics,Y59,Midlands,880,629,251,15,19.7,22.3
3709,2022-01-01,RX1,Nottingham University Hospitals NHS Trust,C_130,Ear Nose & Throat,Y59,Midlands,1689,1256,433,81,19.8,23.2
3710,2022-01-01,RX1,Nottingham University Hospitals NHS Trust,C_140,Ophthalmology,Y59,Midlands,2950,2257,693,144,13.5,17.2
3711,2022-01-01,RX1,Nottingham University Hospitals NHS Trust,C_150,Oral Surgery,Y59,Midlands,1024,802,222,51,8.4,9.2
3712,2022-01-01,RX1,Nottingham University Hospitals NHS Trust,C_160,Neurosurgery,Y59,Midlands,1709,1303,406,23,8.5,11.3
3713,2022-01-01,RX1,Nottingham University Hospitals NHS Trust,C_170,Plastic Surgery,Y59,Midlands,3359,2701,658,35,21.4,24.4
3714,2022-01-01,RX1,Nottingham University Hospitals NHS Trust,C_180,Cardiothoracic Surgery,Y59,Midlands,2935,2629,306,37,13.2,18.1
3715,2022-01-01,RX1,Nottingham University Hospitals NHS Trust,C_190,Gynaecology,Y59,Midlands,449,355,94,6,19.1,26.3
3716,2022-01-01,RX1,Nottingham University Hospitals NHS Trust,C_320,Cardiology,Y59,Midlands,3451,2960,491,51,18.1,21.7
3717,2022-01-01,RX1,Nottingham University Hospitals NHS Trust,C_330,Dermatology,Y59,Midlands,2747,2171,576,72,17.6,24.3
3718,2022-01-01,RX1,Nottingham University Hospitals NHS Trust,C_340,Respiratory Medicine,Y59,Midlands,353,296,57,4,12.1,14.5
3719,2022-01-01,RX1,Nottingham University Hospitals NHS Trust,C_350,Gastroenterology,Y59,Midlands,2759,2260,499,116,15.5,20.6
3720,2022-01-01,RX1,Nottingham University Hospitals NHS Trust,C_360,Rheumatology,Y59,Midlands,3226,2558,668,105,20.2,25.7
3721,2022-01-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_100,General Surgery,Y56,North East & Yorkshire,1633,1298,335,42,21.0,27.0
3722,2022-01-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_110,Urology,Y56,North East & Yorkshire,355,290,65,7,15.2,17.4
3723,2022-01-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_120,Trauma & Orthopaedics,Y56,North East & Yorkshire,1856,1285,571,139,15.0,20.9
3724,2022-01-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_130,Ear Nose & Throat,Y56,North East & Yorkshire,2369,1784,585,130,23.4,28.0
3725,2022-01-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_140,Ophthalmology,Y56,North East & Yorkshire,1348,1036,312,18,13.1,17.0
3726,2022-01-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_150,Oral Surgery,Y56,North East & Yorkshire,1617,1252,365,76,14.5,16.8
3727,2022-01-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_160,Neurosurgery,Y56,North East & Yorkshire,3017,2182,835,84,11.7,15.1
3728,2022-01-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_170,Plastic Surgery,Y56,North East & Yorkshire,2108,1597,511,41,26.3,28.3
3729,2022-01-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_180,Cardiothoracic Surgery,Y56,North East & Yorkshire,1578,1350,228,55,13.4,14.4
3730,2022-01-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_190,Gynaecology,Y56,North East & Yorkshire,2432,1811,621,131,27.2,30.2
3731,2022-01-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_320,Cardiology,Y56,North East & Yorkshire,190,153,37,7,13.0,15.8
3732,2022-01-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_330,Dermatology,Y56,North East & Yorkshire,1430,1111,319,36,19.6,26.9
3733,2022-01-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_340,Respiratory Medicine,Y56,North East & Yorkshire,3361,2762,599,43,22.9,24.8
3734,2022-01-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_350,Gastroenterology,Y56,North East & Yorkshire,548,439,109,5,8.9,11.7
3735,2022-01-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_360,Rheumatology,Y56,North East & Yorkshire,1110,850,260,14,13.3,14.3
3736,2022-01-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_100,General Surgery,Y56,North East & Yorkshire,1871,1591,280,55,24.1,31.6
3737,2022-01-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_110,Urology,Y56,North East & Yorkshire,2642,2363,279,25,11.9,14.1
3738,2022-01-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_120,Trauma & Orthopaedics,Y56,North East & Yorkshire,3285,2624,661,34,17.2,24.0
3739,2022-01-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_130,Ear Nose & Throat,Y56,North East & Yorkshire,356,302,54,5,14.0,15.1
3740,2022-01-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_140,Ophthalmology,Y56,North East & Yorkshire,787,653,134,30,18.3,19.5
3741,2022-01-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_150,Oral Surgery,Y56,North East & Yorkshire,3181,2671,510,118,20.7,28.4
3742,2022-01-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_160,Neurosurgery,Y56,North East & Yorkshire,2478,2058,420,99,14.7,18.5
3743,2022-01-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_170,Plastic Surgery,Y56,North East & Yorkshire,715,640,75,17,18.6,20.6
3744,2022-01-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_180,Cardiothoracic Surgery,Y56,North East & Yorkshire,458,424,34,2,9.0,12.2
3745,2022-01-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_190,Gynaecology,Y56,North East & Yorkshire,1242,1094,148,36,20.1,27.2
3746,2022-01-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_320,Cardiology,Y56,North East & Yorkshire,2716,2589,127,25,19.8,26.1
3747,2022-01-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_330,Dermatology,Y56,North East & Yorkshire,2749,2439,310,21,12.8,14.1
3748,2022-01-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_340,Respiratory Medicine,Y56,North East & Yorkshire,1151,1073,78,18,25.9,28.5
3749,2022-01-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_350,Gastroenterology,Y56,North East & Yorkshire,412,362,50,2,23.6,27.2
3750,2022-01-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_360,Rheumatology,Y56,North East & Yorkshire,659,567,92,20,14.9,19.5
3751,2022-01-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_100,General Surgery,Y56,North East & Yorkshire,174,136,38,5,28.2,31.0
3752,2022-01-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_110,Urology,Y56,North East & Yorkshire,1621,1288,333,30,8.5,11.0
3753,2022-01-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_120,Trauma & Orthopaedics,Y56,North East & Yorkshire,1673,1118,555,53,24.2,29.9
3754,2022-01-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_130,Ear Nose & Throat,Y56,North East & Yorkshire,2354,1707,647,72,15.6,19.2
3755,2022-01-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_140,Ophthalmology,Y56,North East & Yorkshire,2760,2037,723,161,11.2,15.8
3756,2022-01-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_150,Oral Surgery,Y56,North East & Yorkshire,2753,2027,726,51,10.5,12.1
3757,2022-01-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_160,Neurosurgery,Y56,North East & Yorkshire,469,327,142,12,20.2,26.5
3758,2022-01-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_170,Plastic Surgery,Y56,North East & Yorkshire,2225,1668,557,109,20.4,26.5
3759,2022-01-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_180,Cardiothoracic Surgery,Y56,North East & Yorkshire,3486,2964,522,79,8.4,11.0
3760,2022-01-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_190,Gynaecology,Y56,North East & Yorkshire,1091,793,298,24,13.9,15.4
3761,2022-01-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_320,Cardiology,Y56,North East & Yorkshire,3299,2676,623,62,17.4,18.4
3762,2022-01-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_330,Dermatology,Y56,North East & Yorkshire,2472,1857,615,60,17.6,20.7
3763,2022-01-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_340,Respiratory Medicine,Y56,North East & Yorkshire,1703,1361,342,35,17.3,19.0
3764,2022-01-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_350,Gastroenterology,Y56,North East & Yorkshire,2614,2067,547,133,10.0,11.5
3765,2022-01-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_360,Rheumatology,Y56,North East & Yorkshire,1536,1142,394,62,10.3,13.2
3766,2022-01-01,RVV,East Kent Hospitals University NHS FT,C_100,General Surgery,Y62,South East,485,365,120,18,20.7,27.1
3767,2022-01-01,RVV,East Kent Hospitals University NHS FT,C_110,Urology,Y62,South East,3297,2552,745,41,18.0,21.2
3768,2022-01-01,RVV,East Kent Hospitals University NHS FT,C_120,Trauma & Orthopaedics,Y62,South East,2563,1645,918,64,14.5,16.6
3769,2022-01-01,RVV,East Kent Hospitals University NHS FT,C_130,Ear Nose & Throat,Y62,South East,3106,2214,892,180,22.4,30.6
3770,2022-01-01,RVV,East Kent Hospitals University NHS FT,C_140,Ophthalmology,Y62,South East,3443,2395,1048,149,19.3,23.4
3771,2022-01-01,RVV,East Kent Hospitals University NHS FT,C_150,Oral Surgery,Y62,South East,3267,2391,876,66,28.5,31.5
3772,2022-01-01,RVV,East Kent Hospitals University NHS FT,C_160,Neurosurgery,Y62,South East,2666,1840,826,92,23.7,25.1
3773,2022-01-01,RVV,East Kent Hospitals University NHS FT,C_170,Plastic Surgery,Y62,South East,380,285,95,20,9.2,12.3
3774,2022-01-01,RVV,East Kent Hospitals University NHS FT,C_180,Cardiothoracic Surgery,Y62,South East,3266,2620,646,149,9.1,10.6
3775,2022-01-01,RVV,East Kent Hospitals University NHS FT,C_190,Gynaecology,Y62,South East,2862,2159,703,109,22.8,24.4
3776,2022-01-01,RVV,East Kent Hospitals University NHS FT,C_320,Cardiology,Y62,South East,2169,1705,464,88,7.5,9.6
3777,2022-01-01,RVV,East Kent Hospitals University NHS FT,C_330,Dermatology,Y62,South East,2023,1544,479,116,10.6,11.4
3778,2022-01-01,RVV,East Kent Hospitals University NHS FT,C_340,Respiratory Medicine,Y62,South East,3370,2751,619,146,25.6,29.1
3779,2022-01-01,RVV,East Kent Hospitals University NHS FT,C_350,Gastroenterology,Y62,South East,2445,1881,564,31,9.8,11.1
3780,2022-01-01,RVV,East Kent Hospitals University NHS FT,C_360,Rheumatology,Y62,South East,2704,1927,777,83,15.5,19.0
3781,2022-01-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_100,General Surgery,Y62,South East,1214,944,270,51,13.0,18.5
3782,2022-01-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_110,Urology,Y62,South East,1110,895,215,18,20.4,24.7
3783,2022-01-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_120,Trauma & Orthopaedics,Y62,South East,2360,1678,682,104,24.7,28.0
3784,2022-01-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_130,Ear Nose & Throat,Y62,South East,2886,2196,690,53,10.0,12.1
3785,2022-01-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_140,Ophthalmology,Y62,South East,1304,994,310,76,7.7,9.5
3786,2022-01-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_150,Oral Surgery,Y62,South East,3248,2481,767,115,18.7,21.1
3787,2022-01-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_160,Neurosurgery,Y62,South East,561,399,162,37,23.3,25.1
3788,2022-01-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_170,Plastic Surgery,Y62,South East,2788,2302,486,80,26.6,29.0
3789,2022-01-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_180,Cardiothoracic Surgery,Y62,South East,1956,1663,293,35,8.2,9.7
3790,2022-01-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_190,Gynaecology,Y62,South East,2123,1678,445,37,7.9,10.0
3791,2022-01-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_320,Cardiology,Y62,South East,415,342,73,4,12.2,14.1
3792,2022-01-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_330,Dermatology,Y62,South East,2919,2319,600,85,16.3,21.2
3793,2022-01-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_340,Respiratory Medicine,Y62,South East,805,688,117,7,18.0,24.3
3794,2022-01-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_350,Gastroenterology,Y62,South East,184,146,38,2,14.2,19.5
3795,2022-01-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_360,Rheumatology,Y62,South East,1684,1234,450,31,8.8,10.5
3796,2022-01-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_100,General Surgery,Y59,Midlands,1331,950,381,22,11.4,12.8
3797,2022-01-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_110,Urology,Y59,Midlands,2361,1741,620,121,16.5,21.8
3798,2022-01-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_120,Trauma & Orthopaedics,Y59,Midlands,1164,695,469,31,7.2,9.9
3799,2022-01-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_130,Ear Nose & Throat,Y59,Midlands,2682,1828,854,121,18.0,25.2
3800,2022-01-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_140,Ophthalmology,Y59,Midlands,701,455,246,18,16.9,20.2
3801,2022-01-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_150,Oral Surgery,Y59,Midlands,3156,2058,1098,129,23.7,30.7
3802,2022-01-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_160,Neurosurgery,Y59,Midlands,1919,1262,657,131,25.5,27.6
3803,2022-01-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_170,Plastic Surgery,Y59,Midlands,1036,742,294,33,24.6,30.4
3804,2022-01-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_180,Cardiothoracic Surgery,Y59,Midlands,179,135,44,4,25.3,27.7
3805,2022-01-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_190,Gynaecology,Y59,Midlands,1144,809,335,50,17.6,21.2
3806,2022-01-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_320,Cardiology,Y59,Midlands,226,167,59,6,18.7,23.9
3807,2022-01-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_330,Dermatology,Y59,Midlands,3465,2369,1096,174,12.1,16.3
3808,2022-01-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_340,Respiratory Medicine,Y59,Midlands,420,300,120,26,26.9,30.2
3809,2022-01-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_350,Gastroenterology,Y59,Midlands,705,502,203,46,19.8,26.5
3810,2022-01-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_360,Rheumatology,Y59,Midlands,3317,2184,1133,178,19.8,22.5
3811,2022-01-01,RK9,Portsmouth Hospitals NHS Trust,C_100,General Surgery,Y62,South East,3348,2902,446,62,14.7,16.6
3812,2022-01-01,RK9,Portsmouth Hospitals NHS Trust,C_110,Urology,Y62,South East,654,568,86,18,16.0,21.3
3813,2022-01-01,RK9,Portsmouth Hospitals NHS Trust,C_120,Trauma & Orthopaedics,Y62,South East,2713,2177,536,115,13.9,16.7
3814,2022-01-01,RK9,Portsmouth Hospitals NHS Trust,C_130,Ear Nose & Throat,Y62,South East,1049,887,162,28,11.0,14.2
3815,2022-01-01,RK9,Portsmouth Hospitals NHS Trust,C_140,Ophthalmology,Y62,South East,1068,907,161,14,17.0,22.1
3816,2022-01-01,RK9,Portsmouth Hospitals NHS Trust,C_150,Oral Surgery,Y62,South East,2072,1727,345,37,18.9,22.3
3817,2022-01-01,RK9,Portsmouth Hospitals NHS Trust,C_160,Neurosurgery,Y62,South East,3032,2379,653,94,28.4,29.9
3818,2022-01-01,RK9,Portsmouth Hospitals NHS Trust,C_170,Plastic Surgery,Y62,South East,1508,1327,181,15,25.9,27.7
3819,2022-01-01,RK9,Portsmouth Hospitals NHS Trust,C_180,Cardiothoracic Surgery,Y62,South East,566,527,39,6,11.1,13.4
3820,2022-01-01,RK9,Portsmouth Hospitals NHS Trust,C_190,Gynaecology,Y62,South East,3221,2699,522,108,13.0,16.1
3821,2022-01-01,RK9,Portsmouth Hospitals NHS Trust,C_320,Cardiology,Y62,South East,2168,1934,234,35,18.0,23.3
3822,2022-01-01,RK9,Portsmouth Hospitals NHS Trust,C_330,Dermatology,Y62,South East,1689,1444,245,12,6.4,8.0
3823,2022-01-01,RK9,Portsmouth Hospitals NHS Trust,C_340,Respiratory Medicine,Y62,South East,2849,2640,209,43,27.4,30.3
3824,2022-01-01,RK9,Portsmouth Hospitals NHS Trust,C_350,Gastroenterology,Y62,South East,2733,2385,348,21,16.9,19.1
3825,2022-01-01,RK9,Portsmouth Hospitals NHS Trust,C_360,Rheumatology,Y62,South East,1379,1125,254,37,28.4,30.7
3826,2022-01-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_100,General Surgery,Y62,South East,2006,1462,544,126,12.4,13.8
3827,2022-01-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_110,Urology,Y62,South East,393,299,94,17,9.7,13.0
3828,2022-01-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_120,Trauma & Orthopaedics,Y62,South East,3074,1918,1156,188,25.9,29.2
3829,2022-01-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_130,Ear Nose & Throat,Y62,South East,2146,1419,727,165,23.2,26.7
3830,2022-01-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_140,Ophthalmology,Y62,South East,2846,2020,826,184,10.8,11.7
3831,2022-01-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_150,Oral Surgery,Y62,South East,2653,1974,679,140,19.7,26.1
3832,2022-01-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_160,Neurosurgery,Y62,South East,2724,1847,877,173,22.5,25.8
3833,2022-01-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_170,Plastic Surgery,Y62,South East,195,139,56,10,13.0,15.9
3834,2022-01-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_180,Cardiothoracic Surgery,Y62,South East,604,477,127,10,19.6,23.6
3835,2022-01-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_190,Gynaecology,Y62,South East,2794,2060,734,164,21.6,26.5
3836,2022-01-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_320,Cardiology,Y62,South East,211,171,40,7,18.5,23.5
3837,2022-01-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_330,Dermatology,Y62,South East,3262,2442,820,87,11.9,14.1
3838,2022-01-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_340,Respiratory Medicine,Y62,South East,1345,1083,262,27,8.0,9.0
3839,2022-01-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_350,Gastroenterology,Y62,South East,1391,1031,360,67,14.0,16.9
3840,2022-01-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_360,Rheumatology,Y62,South East,1136,792,344,56,13.5,15.0
3841,2022-01-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_100,General Surgery,Y63,South West,3424,2586,838,197,29.5,31.5
3842,2022-01-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_110,Urology,Y63,South West,1507,1121,386,23,9.3,10.2
3843,2022-01-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_120,Trauma & Orthopaedics,Y63,South West,3442,2168,1274,229,18.4,25.1
3844,2022-01-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_130,Ear Nose & Throat,Y63,South West,1020,698,322,25,27.1,30.4
3845,2022-01-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_140,Ophthalmology,Y63,South West,899,667,232,42,7.8,10.6
3846,2022-01-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_150,Oral Surgery,Y63,South West,1810,1337,473,94,28.7,30.3
3847,2022-01-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_160,Neurosurgery,Y63,South West,2257,1584,673,163,20.1,21.9
3848,2022-01-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_170,Plastic Surgery,Y63,South West,251,185,66,7,16.3,22.2
3849,2022-01-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_180,Cardiothoracic Surgery,Y63,South West,3388,2658,730,163,26.5,28.1
3850,2022-01-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_190,Gynaecology,Y63,South West,413,288,125,29,23.7,27.0
3851,2022-01-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_320,Cardiology,Y63,South West,2891,2316,575,32,10.7,13.4
3852,2022-01-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_330,Dermatology,Y63,South West,1230,920,310,26,20.6,22.1
3853,2022-01-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_340,Respiratory Medicine,Y63,South West,1593,1207,386,75,15.1,20.8
3854,2022-01-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_350,Gastroenterology,Y63,South West,187,146,41,9,15.5,18.0
3855,2022-01-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_360,Rheumatology,Y63,South West,950,651,299,64,15.9,17.9
3856,2022-01-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_100,General Surgery,Y63,South West,2955,2481,474,59,14.0,15.2
3857,2022-01-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_110,Urology,Y63,South West,2684,2183,501,52,17.2,21.1
3858,2022-01-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_120,Trauma & Orthopaedics,Y63,South West,2787,2043,744,68,18.0,20.3
3859,2022-01-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_130,Ear Nose & Throat,Y63,South West,2918,2187,731,165,12.5,16.2
3860,2022-01-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_140,Ophthalmology,Y63,South West,972,788,184,20,9.5,12.9
3861,2022-01-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_150,Oral Surgery,Y63,South West,395,307,88,9,22.9,26.5
3862,2022-01-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_160,Neurosurgery,Y63,South West,1042,758,284,37,13.9,18.4
3863,2022-01-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_170,Plastic Surgery,Y63,South West,3152,2492,660,95,19.9,21.8
3864,2022-01-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_180,Cardiothoracic Surgery,Y63,South West,1561,1322,239,32,9.2,11.6
3865,2022-01-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_190,Gynaecology,Y63,South West,1235,959,276,56,21.1,23.9
3866,2022-01-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_320,Cardiology,Y63,South West,1690,1506,184,11,12.2,14.7
