order_id,supplier_id,supplier_name,supplier_tier,delivery_mode,product_category,warehouse,order_date,planned_delivery,actual_delivery,order_year,order_month,order_quarter,month_name,lead_time_days,delay_days,on_time_flag,qty_ordered,qty_received,qty_damaged,defect_rate_pct,unit_cost,order_value,complete_flag
PO-02741,S002,BlueStar Freight,Tier 1,Rail,Chemicals,WH-Central,2023-05-09,2023-05-15,2023-05-15,2023,5,Q2,May,6,0,1,1190,1190,0,0.0,17.17,20432.3,1
PO-02742,S001,FastTrack Logistics,Tier 1,Road,Components,WH-Central,2023-05-09,2023-05-19,2023-05-31,2023,5,Q2,May,10,12,0,380,380,0,0.0,30.12,11445.6,1
PO-02743,S008,Northern Logistics,Tier 3,Rail,Components,WH-East,2023-05-09,2023-05-17,2023-05-17,2023,5,Q2,May,8,0,1,947,808,139,14.68,394.13,373241.11,0
PO-02744,S005,Metro Distributors,Tier 2,Road,Finished Goods,WH-Central,2023-05-09,2023-05-26,2023-05-26,2023,5,Q2,May,17,0,1,1252,1252,0,0.0,341.09,427044.68,1
PO-02745,S009,Eastside Components,Tier 2,Sea,Components,WH-South,2023-05-10,2023-05-20,2023-05-20,2023,5,Q2,May,10,0,1,215,215,0,0.0,156.36,33617.4,1
PO-02746,S003,Apex Supply Co.,Tier 2,Road,Finished Goods,WH-North,2023-05-10,2023-05-27,2023-05-27,2023,5,Q2,May,17,0,1,1454,1454,0,0.0,274.33,398875.82,1
PO-02747,S009,Eastside Components,Tier 2,Sea,Chemicals,WH-South,2023-05-10,2023-05-21,2023-05-25,2023,5,Q2,May,11,4,0,1279,1279,0,0.0,72.03,92126.37,1
PO-02748,S008,Northern Logistics,Tier 3,Rail,Packaging,WH-East,2023-05-10,2023-05-21,2023-05-25,2023,5,Q2,May,11,4,0,1478,1430,48,3.25,339.26,501426.28,0
PO-02749,S005,Metro Distributors,Tier 2,Road,Raw Materials,WH-West,2023-05-10,2023-05-20,2023-05-20,2023,5,Q2,May,10,0,1,208,208,0,0.0,35.59,7402.72,1
PO-02750,S010,Reliable Goods Co.,Tier 3,Road,Textiles,WH-Central,2023-05-10,2023-05-25,2023-06-04,2023,5,Q2,May,15,10,0,398,346,52,13.07,55.62,22136.76,0
PO-02751,S001,FastTrack Logistics,Tier 1,Road,Packaging,WH-West,2023-05-10,2023-05-30,2023-05-30,2023,5,Q2,May,20,0,1,1113,1113,0,0.0,200.55,223212.15,1
PO-02752,S002,BlueStar Freight,Tier 1,Rail,Chemicals,WH-West,2023-05-10,2023-05-18,2023-05-18,2023,5,Q2,May,8,0,1,473,473,0,0.0,496.54,234863.42,1
PO-02753,S005,Metro Distributors,Tier 2,Road,Chemicals,WH-South,2023-05-11,2023-05-23,2023-05-23,2023,5,Q2,May,12,0,1,1658,1658,0,0.0,6.3,10445.4,1
PO-02754,S002,BlueStar Freight,Tier 1,Rail,Textiles,WH-East,2023-05-11,2023-05-16,2023-05-16,2023,5,Q2,May,5,0,1,1050,1050,0,0.0,330.33,346846.5,1
PO-02755,S003,Apex Supply Co.,Tier 2,Road,Packaging,WH-West,2023-05-11,2023-05-24,2023-05-24,2023,5,Q2,May,13,0,1,1612,1612,0,0.0,26.42,42589.04,1
PO-02756,S006,PrimeParts Inc.,Tier 1,Sea,Packaging,WH-East,2023-05-11,2023-05-22,2023-05-22,2023,5,Q2,May,11,0,1,632,632,0,0.0,126.72,80087.04,1
PO-02757,S001,FastTrack Logistics,Tier 1,Road,Packaging,WH-North,2023-05-11,2023-05-16,2023-05-16,2023,5,Q2,May,5,0,1,1927,1927,0,0.0,118.08,227540.16,1
PO-02758,S009,Eastside Components,Tier 2,Sea,Electronics,WH-North,2023-05-11,2023-05-17,2023-05-17,2023,5,Q2,May,6,0,1,1018,1018,0,0.0,473.55,482073.9,1
PO-02759,S003,Apex Supply Co.,Tier 2,Road,Electronics,WH-West,2023-05-12,2023-05-30,2023-05-30,2023,5,Q2,May,18,0,1,1137,1137,0,0.0,421.02,478699.74,1
PO-02760,S008,Northern Logistics,Tier 3,Rail,Textiles,WH-East,2023-05-12,2023-05-30,2023-05-30,2023,5,Q2,May,18,0,1,96,96,0,0.0,342.34,32864.64,1
PO-02761,S006,PrimeParts Inc.,Tier 1,Sea,Chemicals,WH-West,2023-05-12,2023-05-17,2023-05-30,2023,5,Q2,May,5,13,0,510,510,0,0.0,16.74,8537.4,1
PO-02762,S006,PrimeParts Inc.,Tier 1,Sea,Finished Goods,WH-North,2023-05-12,2023-05-28,2023-05-28,2023,5,Q2,May,16,0,1,1847,1847,0,0.0,122.84,226885.48,1
PO-02763,S005,Metro Distributors,Tier 2,Road,Raw Materials,WH-North,2023-05-12,2023-06-02,2023-06-02,2023,5,Q2,May,21,0,1,703,703,0,0.0,449.87,316258.61,1
PO-02764,S002,BlueStar Freight,Tier 1,Rail,Electronics,WH-North,2023-05-13,2023-06-01,2023-06-01,2023,5,Q2,May,19,0,1,250,250,0,0.0,120.72,30180.0,1
PO-02765,S003,Apex Supply Co.,Tier 2,Road,Raw Materials,WH-West,2023-05-13,2023-05-25,2023-05-25,2023,5,Q2,May,12,0,1,68,68,0,0.0,412.19,28028.92,1
PO-02766,S005,Metro Distributors,Tier 2,Road,Packaging,WH-North,2023-05-13,2023-05-19,2023-05-19,2023,5,Q2,May,6,0,1,1971,1971,0,0.0,219.74,433107.54,1
PO-02767,S008,Northern Logistics,Tier 3,Rail,Raw Materials,WH-East,2023-05-13,2023-05-17,2023-05-20,2023,5,Q2,May,4,3,0,1744,1744,0,0.0,490.65,855693.6,1
PO-02768,S002,BlueStar Freight,Tier 1,Rail,Components,WH-North,2023-05-13,2023-05-23,2023-05-27,2023,5,Q2,May,10,4,0,89,89,0,0.0,56.15,4997.35,1
PO-02769,S003,Apex Supply Co.,Tier 2,Road,Components,WH-South,2023-05-13,2023-05-22,2023-05-22,2023,5,Q2,May,9,0,1,863,863,0,0.0,208.13,179616.19,1
PO-02770,S002,BlueStar Freight,Tier 1,Rail,Spare Parts,WH-East,2023-05-14,2023-05-24,2023-06-01,2023,5,Q2,May,10,8,0,1495,1495,0,0.0,457.45,683887.75,1
PO-02771,S004,Global Parts Ltd,Tier 1,Air,Textiles,WH-East,2023-05-14,2023-05-25,2023-05-25,2023,5,Q2,May,11,0,1,1935,1935,0,0.0,30.97,59926.95,1
PO-02772,S007,Swift Carriers,Tier 2,Road,Components,WH-West,2023-05-14,2023-05-27,2023-05-27,2023,5,Q2,May,13,0,1,275,275,0,0.0,124.35,34196.25,1
PO-02773,S006,PrimeParts Inc.,Tier 1,Sea,Raw Materials,WH-Central,2023-05-14,2023-05-22,2023-05-22,2023,5,Q2,May,8,0,1,728,728,0,0.0,439.26,319781.28,1
PO-02774,S006,PrimeParts Inc.,Tier 1,Sea,Spare Parts,WH-Central,2023-05-15,2023-06-03,2023-06-15,2023,5,Q2,May,19,12,0,1258,1258,0,0.0,480.53,604506.74,1
PO-02775,S009,Eastside Components,Tier 2,Sea,Components,WH-Central,2023-05-15,2023-05-31,2023-05-31,2023,5,Q2,May,16,0,1,911,911,0,0.0,384.7,350461.7,1
PO-02776,S001,FastTrack Logistics,Tier 1,Road,Electronics,WH-West,2023-05-15,2023-05-27,2023-05-27,2023,5,Q2,May,12,0,1,658,658,0,0.0,455.65,299817.7,1
PO-02777,S003,Apex Supply Co.,Tier 2,Road,Chemicals,WH-South,2023-05-15,2023-05-24,2023-06-01,2023,5,Q2,May,9,8,0,287,287,0,0.0,77.59,22268.33,1
PO-02778,S009,Eastside Components,Tier 2,Sea,Electronics,WH-West,2023-05-16,2023-06-06,2023-06-06,2023,5,Q2,May,21,0,1,1358,1358,0,0.0,448.89,609592.62,1
PO-02779,S002,BlueStar Freight,Tier 1,Rail,Components,WH-South,2023-05-16,2023-05-19,2023-05-19,2023,5,Q2,May,3,0,1,906,906,0,0.0,418.44,379106.64,1
PO-02780,S002,BlueStar Freight,Tier 1,Rail,Spare Parts,WH-West,2023-05-16,2023-06-05,2023-06-05,2023,5,Q2,May,20,0,1,1077,1077,0,0.0,379.78,409023.06,1
PO-02781,S009,Eastside Components,Tier 2,Sea,Packaging,WH-West,2023-05-16,2023-05-25,2023-05-25,2023,5,Q2,May,9,0,1,169,169,0,0.0,52.89,8938.41,1
PO-02782,S002,BlueStar Freight,Tier 1,Rail,Textiles,WH-Central,2023-05-16,2023-06-06,2023-06-06,2023,5,Q2,May,21,0,1,274,274,0,0.0,42.72,11705.28,1
PO-02783,S006,PrimeParts Inc.,Tier 1,Sea,Textiles,WH-Central,2023-05-17,2023-05-29,2023-05-29,2023,5,Q2,May,12,0,1,822,822,0,0.0,87.72,72105.84,1
PO-02784,S009,Eastside Components,Tier 2,Sea,Raw Materials,WH-Central,2023-05-17,2023-05-29,2023-05-29,2023,5,Q2,May,12,0,1,1333,1333,0,0.0,35.96,47934.68,1
PO-02785,S002,BlueStar Freight,Tier 1,Rail,Electronics,WH-East,2023-05-17,2023-05-22,2023-05-22,2023,5,Q2,May,5,0,1,1030,1030,0,0.0,246.95,254358.5,1
PO-02786,S006,PrimeParts Inc.,Tier 1,Sea,Textiles,WH-Central,2023-05-17,2023-05-24,2023-05-24,2023,5,Q2,May,7,0,1,638,638,0,0.0,495.56,316167.28,1
PO-02787,S006,PrimeParts Inc.,Tier 1,Sea,Finished Goods,WH-West,2023-05-17,2023-05-22,2023-05-22,2023,5,Q2,May,5,0,1,1799,1799,0,0.0,155.93,280518.07,1
PO-02788,S007,Swift Carriers,Tier 2,Road,Components,WH-Central,2023-05-17,2023-06-07,2023-06-07,2023,5,Q2,May,21,0,1,598,598,0,0.0,69.62,41632.76,1
PO-02789,S007,Swift Carriers,Tier 2,Road,Textiles,WH-West,2023-05-18,2023-05-31,2023-06-14,2023,5,Q2,May,13,14,0,1948,1948,0,0.0,171.98,335017.04,1
PO-02790,S009,Eastside Components,Tier 2,Sea,Components,WH-West,2023-05-18,2023-05-31,2023-06-07,2023,5,Q2,May,13,7,0,1790,1790,0,0.0,352.84,631583.6,1
PO-02791,S009,Eastside Components,Tier 2,Sea,Chemicals,WH-East,2023-05-18,2023-05-24,2023-05-24,2023,5,Q2,May,6,0,1,1512,1512,0,0.0,376.97,569978.64,1
PO-02792,S004,Global Parts Ltd,Tier 1,Air,Spare Parts,WH-North,2023-05-18,2023-05-23,2023-05-23,2023,5,Q2,May,5,0,1,75,75,0,0.0,74.25,5568.75,1
PO-02793,S002,BlueStar Freight,Tier 1,Rail,Spare Parts,WH-West,2023-05-18,2023-05-25,2023-05-25,2023,5,Q2,May,7,0,1,850,850,0,0.0,48.37,41114.5,1
PO-02794,S010,Reliable Goods Co.,Tier 3,Road,Textiles,WH-East,2023-05-19,2023-06-03,2023-06-10,2023,5,Q2,May,15,7,0,1828,1828,0,0.0,358.83,655941.24,1
PO-02795,S001,FastTrack Logistics,Tier 1,Road,Spare Parts,WH-North,2023-05-19,2023-05-23,2023-05-23,2023,5,Q2,May,4,0,1,1633,1633,0,0.0,451.47,737250.51,1
PO-02796,S008,Northern Logistics,Tier 3,Rail,Spare Parts,WH-South,2023-05-19,2023-06-09,2023-06-14,2023,5,Q2,May,21,5,0,1328,1328,0,0.0,228.01,302797.28,1
PO-02797,S009,Eastside Components,Tier 2,Sea,Chemicals,WH-North,2023-05-19,2023-06-02,2023-06-02,2023,5,Q2,May,14,0,1,1828,1828,0,0.0,382.46,699136.88,1
PO-02798,S004,Global Parts Ltd,Tier 1,Air,Packaging,WH-Central,2023-05-20,2023-05-27,2023-05-27,2023,5,Q2,May,7,0,1,1999,1999,0,0.0,420.61,840799.39,1
PO-02799,S007,Swift Carriers,Tier 2,Road,Textiles,WH-South,2023-05-20,2023-06-01,2023-06-01,2023,5,Q2,May,12,0,1,462,462,0,0.0,136.43,63030.66,1
PO-02800,S006,PrimeParts Inc.,Tier 1,Sea,Raw Materials,WH-North,2023-05-20,2023-05-23,2023-05-23,2023,5,Q2,May,3,0,1,1066,1066,0,0.0,202.16,215502.56,1
PO-02801,S004,Global Parts Ltd,Tier 1,Air,Raw Materials,WH-East,2023-05-21,2023-05-25,2023-05-25,2023,5,Q2,May,4,0,1,335,335,0,0.0,284.73,95384.55,1
PO-02802,S001,FastTrack Logistics,Tier 1,Road,Spare Parts,WH-South,2023-05-21,2023-06-10,2023-06-10,2023,5,Q2,May,20,0,1,1854,1854,0,0.0,179.67,333108.18,1
PO-02803,S003,Apex Supply Co.,Tier 2,Road,Electronics,WH-East,2023-05-21,2023-06-03,2023-06-03,2023,5,Q2,May,13,0,1,757,757,0,0.0,267.43,202444.51,1
PO-02804,S004,Global Parts Ltd,Tier 1,Air,Electronics,WH-South,2023-05-21,2023-06-10,2023-06-10,2023,5,Q2,May,20,0,1,177,177,0,0.0,350.47,62033.19,1
PO-02805,S001,FastTrack Logistics,Tier 1,Road,Electronics,WH-East,2023-05-21,2023-06-06,2023-06-06,2023,5,Q2,May,16,0,1,1490,1490,0,0.0,271.59,404669.1,1
PO-02806,S009,Eastside Components,Tier 2,Sea,Finished Goods,WH-South,2023-05-22,2023-05-30,2023-05-30,2023,5,Q2,May,8,0,1,688,688,0,0.0,395.17,271876.96,1
PO-02807,S005,Metro Distributors,Tier 2,Road,Electronics,WH-South,2023-05-22,2023-06-01,2023-06-13,2023,5,Q2,May,10,12,0,1365,1365,0,0.0,172.1,234916.5,1
PO-02808,S005,Metro Distributors,Tier 2,Road,Finished Goods,WH-North,2023-05-22,2023-06-06,2023-06-08,2023,5,Q2,May,15,2,0,735,735,0,0.0,359.89,264519.15,1
PO-02809,S009,Eastside Components,Tier 2,Sea,Packaging,WH-South,2023-05-22,2023-05-31,2023-05-31,2023,5,Q2,May,9,0,1,569,569,0,0.0,38.41,21855.29,1
PO-02810,S009,Eastside Components,Tier 2,Sea,Textiles,WH-West,2023-05-22,2023-06-09,2023-06-09,2023,5,Q2,May,18,0,1,1873,1873,0,0.0,95.31,178515.63,1
PO-02811,S004,Global Parts Ltd,Tier 1,Air,Finished Goods,WH-East,2023-05-22,2023-05-25,2023-06-02,2023,5,Q2,May,3,8,0,100,100,0,0.0,242.84,24284.0,1
PO-02812,S002,BlueStar Freight,Tier 1,Rail,Packaging,WH-East,2023-05-22,2023-06-04,2023-06-04,2023,5,Q2,May,13,0,1,1161,1161,0,0.0,449.56,521939.16,1
PO-02813,S003,Apex Supply Co.,Tier 2,Road,Finished Goods,WH-Central,2023-05-22,2023-05-27,2023-05-27,2023,5,Q2,May,5,0,1,599,599,0,0.0,274.17,164227.83,1
PO-02814,S008,Northern Logistics,Tier 3,Rail,Textiles,WH-South,2023-05-23,2023-06-05,2023-06-16,2023,5,Q2,May,13,11,0,1467,1467,0,0.0,120.99,177492.33,1
PO-02815,S008,Northern Logistics,Tier 3,Rail,Chemicals,WH-North,2023-05-23,2023-06-05,2023-06-05,2023,5,Q2,May,13,0,1,1978,1978,0,0.0,104.15,206008.7,1
PO-02816,S003,Apex Supply Co.,Tier 2,Road,Electronics,WH-West,2023-05-23,2023-05-26,2023-05-26,2023,5,Q2,May,3,0,1,1773,1773,0,0.0,43.69,77462.37,1
PO-02817,S008,Northern Logistics,Tier 3,Rail,Electronics,WH-South,2023-05-23,2023-05-29,2023-05-29,2023,5,Q2,May,6,0,1,1184,1184,0,0.0,420.05,497339.2,1
PO-02818,S004,Global Parts Ltd,Tier 1,Air,Packaging,WH-South,2023-05-24,2023-06-10,2023-06-10,2023,5,Q2,May,17,0,1,1876,1876,0,0.0,40.26,75527.76,1
PO-02819,S004,Global Parts Ltd,Tier 1,Air,Components,WH-North,2023-05-24,2023-05-31,2023-05-31,2023,5,Q2,May,7,0,1,1547,1547,0,0.0,160.4,248138.8,1
PO-02820,S002,BlueStar Freight,Tier 1,Rail,Finished Goods,WH-Central,2023-05-24,2023-06-03,2023-06-03,2023,5,Q2,May,10,0,1,80,80,0,0.0,421.65,33732.0,1
PO-02821,S006,PrimeParts Inc.,Tier 1,Sea,Components,WH-North,2023-05-24,2023-06-13,2023-06-13,2023,5,Q2,May,20,0,1,1083,1083,0,0.0,56.63,61330.29,1
PO-02822,S008,Northern Logistics,Tier 3,Rail,Chemicals,WH-East,2023-05-24,2023-06-09,2023-06-09,2023,5,Q2,May,16,0,1,1965,1965,0,0.0,251.26,493725.9,1
PO-02823,S002,BlueStar Freight,Tier 1,Rail,Components,WH-North,2023-05-24,2023-05-29,2023-05-29,2023,5,Q2,May,5,0,1,1440,1440,0,0.0,410.91,591710.4,1
PO-02824,S007,Swift Carriers,Tier 2,Road,Textiles,WH-Central,2023-05-24,2023-06-07,2023-06-07,2023,5,Q2,May,14,0,1,733,733,0,0.0,215.61,158042.13,1
PO-02825,S010,Reliable Goods Co.,Tier 3,Road,Raw Materials,WH-East,2023-05-25,2023-06-05,2023-06-05,2023,5,Q2,May,11,0,1,118,116,2,1.69,112.5,13275.0,0
PO-02826,S005,Metro Distributors,Tier 2,Road,Electronics,WH-East,2023-05-25,2023-06-04,2023-06-04,2023,5,Q2,May,10,0,1,1727,1727,0,0.0,388.56,671043.12,1
PO-02827,S002,BlueStar Freight,Tier 1,Rail,Finished Goods,WH-North,2023-05-25,2023-06-09,2023-06-09,2023,5,Q2,May,15,0,1,1126,1126,0,0.0,210.61,237146.86,1
PO-02828,S003,Apex Supply Co.,Tier 2,Road,Finished Goods,WH-South,2023-05-26,2023-06-15,2023-06-15,2023,5,Q2,May,20,0,1,1548,1548,0,0.0,148.9,230497.2,1
PO-02829,S010,Reliable Goods Co.,Tier 3,Road,Textiles,WH-North,2023-05-26,2023-06-11,2023-06-11,2023,5,Q2,May,16,0,1,1872,1604,268,14.32,380.58,712445.76,0
PO-02830,S002,BlueStar Freight,Tier 1,Rail,Textiles,WH-East,2023-05-26,2023-06-09,2023-06-09,2023,5,Q2,May,14,0,1,1862,1862,0,0.0,124.93,232619.66,1
PO-02831,S005,Metro Distributors,Tier 2,Road,Finished Goods,WH-East,2023-05-26,2023-06-10,2023-06-11,2023,5,Q2,May,15,1,0,720,668,52,7.22,354.16,254995.2,0
PO-02832,S002,BlueStar Freight,Tier 1,Rail,Spare Parts,WH-East,2023-05-26,2023-05-31,2023-05-31,2023,5,Q2,May,5,0,1,748,748,0,0.0,15.62,11683.76,1
PO-02833,S004,Global Parts Ltd,Tier 1,Air,Spare Parts,WH-North,2023-05-26,2023-06-08,2023-06-11,2023,5,Q2,May,13,3,0,661,661,0,0.0,286.22,189191.42,1
PO-02834,S002,BlueStar Freight,Tier 1,Rail,Electronics,WH-East,2023-05-26,2023-06-13,2023-06-13,2023,5,Q2,May,18,0,1,283,283,0,0.0,467.18,132211.94,1
PO-02835,S004,Global Parts Ltd,Tier 1,Air,Packaging,WH-North,2023-05-26,2023-06-08,2023-06-08,2023,5,Q2,May,13,0,1,1067,1067,0,0.0,119.87,127901.29,1
PO-02836,S004,Global Parts Ltd,Tier 1,Air,Packaging,WH-East,2023-05-27,2023-05-30,2023-06-13,2023,5,Q2,May,3,14,0,1403,1403,0,0.0,97.33,136553.99,1
PO-02837,S004,Global Parts Ltd,Tier 1,Air,Finished Goods,WH-East,2023-05-27,2023-05-31,2023-05-31,2023,5,Q2,May,4,0,1,868,868,0,0.0,254.46,220871.28,1
PO-02838,S005,Metro Distributors,Tier 2,Road,Textiles,WH-West,2023-05-27,2023-06-06,2023-06-06,2023,5,Q2,May,10,0,1,375,375,0,0.0,229.25,85968.75,1
PO-02839,S004,Global Parts Ltd,Tier 1,Air,Components,WH-East,2023-05-27,2023-06-17,2023-06-17,2023,5,Q2,May,21,0,1,1494,1494,0,0.0,369.67,552286.98,1
PO-02840,S009,Eastside Components,Tier 2,Sea,Packaging,WH-East,2023-05-28,2023-06-12,2023-06-12,2023,5,Q2,May,15,0,1,1850,1850,0,0.0,308.12,570022.0,1
PO-02841,S004,Global Parts Ltd,Tier 1,Air,Finished Goods,WH-West,2023-05-28,2023-06-14,2023-06-14,2023,5,Q2,May,17,0,1,763,763,0,0.0,494.64,377410.32,1
PO-02842,S004,Global Parts Ltd,Tier 1,Air,Chemicals,WH-West,2023-05-28,2023-06-11,2023-06-11,2023,5,Q2,May,14,0,1,1465,1465,0,0.0,345.82,506626.3,1
PO-02843,S004,Global Parts Ltd,Tier 1,Air,Components,WH-South,2023-05-29,2023-06-08,2023-06-08,2023,5,Q2,May,10,0,1,153,150,3,1.96,123.51,18897.03,0
PO-02844,S004,Global Parts Ltd,Tier 1,Air,Finished Goods,WH-Central,2023-05-29,2023-06-01,2023-06-01,2023,5,Q2,May,3,0,1,1342,1342,0,0.0,126.16,169306.72,1
PO-02845,S010,Reliable Goods Co.,Tier 3,Road,Components,WH-North,2023-05-29,2023-06-17,2023-06-30,2023,5,Q2,May,19,13,0,711,711,0,0.0,173.05,123038.55,1
PO-02846,S010,Reliable Goods Co.,Tier 3,Road,Components,WH-East,2023-05-29,2023-06-09,2023-06-09,2023,5,Q2,May,11,0,1,309,309,0,0.0,5.28,1631.52,1
PO-02847,S005,Metro Distributors,Tier 2,Road,Textiles,WH-East,2023-05-29,2023-06-09,2023-06-09,2023,5,Q2,May,11,0,1,322,322,0,0.0,409.5,131859.0,1
PO-02848,S008,Northern Logistics,Tier 3,Rail,Textiles,WH-Central,2023-05-29,2023-06-15,2023-06-22,2023,5,Q2,May,17,7,0,1885,1885,0,0.0,464.7,875959.5,1
PO-02849,S003,Apex Supply Co.,Tier 2,Road,Electronics,WH-South,2023-05-30,2023-06-13,2023-06-26,2023,5,Q2,May,14,13,0,655,655,0,0.0,297.96,195163.8,1
PO-02850,S002,BlueStar Freight,Tier 1,Rail,Spare Parts,WH-South,2023-05-30,2023-06-05,2023-06-11,2023,5,Q2,May,6,6,0,300,300,0,0.0,349.43,104829.0,1
PO-02851,S009,Eastside Components,Tier 2,Sea,Spare Parts,WH-East,2023-05-30,2023-06-20,2023-06-20,2023,5,Q2,May,21,0,1,333,333,0,0.0,172.47,57432.51,1
PO-02852,S009,Eastside Components,Tier 2,Sea,Chemicals,WH-West,2023-05-30,2023-06-02,2023-06-08,2023,5,Q2,May,3,6,0,100,100,0,0.0,52.29,5229.0,1
PO-02853,S002,BlueStar Freight,Tier 1,Rail,Packaging,WH-East,2023-05-30,2023-06-20,2023-06-20,2023,5,Q2,May,21,0,1,1838,1838,0,0.0,210.28,386494.64,1
PO-02854,S005,Metro Distributors,Tier 2,Road,Packaging,WH-Central,2023-05-30,2023-06-09,2023-06-09,2023,5,Q2,May,10,0,1,1436,1436,0,0.0,399.5,573682.0,1
PO-02855,S003,Apex Supply Co.,Tier 2,Road,Packaging,WH-East,2023-05-30,2023-06-17,2023-06-17,2023,5,Q2,May,18,0,1,1581,1581,0,0.0,241.93,382491.33,1
PO-02856,S004,Global Parts Ltd,Tier 1,Air,Packaging,WH-North,2023-05-30,2023-06-14,2023-06-14,2023,5,Q2,May,15,0,1,661,661,0,0.0,114.54,75710.94,1
PO-02857,S003,Apex Supply Co.,Tier 2,Road,Packaging,WH-West,2023-05-31,2023-06-07,2023-06-07,2023,5,Q2,May,7,0,1,880,880,0,0.0,269.4,237072.0,1
PO-02858,S010,Reliable Goods Co.,Tier 3,Road,Spare Parts,WH-Central,2023-05-31,2023-06-08,2023-06-08,2023,5,Q2,May,8,0,1,473,473,0,0.0,266.69,126144.37,1
PO-02859,S005,Metro Distributors,Tier 2,Road,Packaging,WH-West,2023-05-31,2023-06-03,2023-06-04,2023,5,Q2,May,3,1,0,1924,1924,0,0.0,151.6,291678.4,1
PO-02860,S005,Metro Distributors,Tier 2,Road,Textiles,WH-Central,2023-05-31,2023-06-18,2023-06-18,2023,5,Q2,May,18,0,1,970,970,0,0.0,204.79,198646.3,1
PO-02861,S003,Apex Supply Co.,Tier 2,Road,Chemicals,WH-West,2023-05-31,2023-06-14,2023-06-14,2023,5,Q2,May,14,0,1,1984,1984,0,0.0,230.97,458244.48,1
PO-02862,S009,Eastside Components,Tier 2,Sea,Packaging,WH-North,2023-05-31,2023-06-17,2023-06-17,2023,5,Q2,May,17,0,1,1498,1498,0,0.0,404.0,605192.0,1
PO-02863,S010,Reliable Goods Co.,Tier 3,Road,Packaging,WH-North,2023-06-01,2023-06-21,2023-06-21,2023,6,Q2,Jun,20,0,1,1862,1771,91,4.89,214.89,400125.18,0
PO-02864,S002,BlueStar Freight,Tier 1,Rail,Textiles,WH-West,2023-06-01,2023-06-05,2023-06-05,2023,6,Q2,Jun,4,0,1,545,545,0,0.0,142.72,77782.4,1
PO-02865,S010,Reliable Goods Co.,Tier 3,Road,Spare Parts,WH-East,2023-06-01,2023-06-14,2023-06-16,2023,6,Q2,Jun,13,2,0,1120,988,132,11.79,36.44,40812.8,0
PO-02866,S007,Swift Carriers,Tier 2,Road,Electronics,WH-South,2023-06-01,2023-06-13,2023-06-17,2023,6,Q2,Jun,12,4,0,124,124,0,0.0,241.14,29901.36,1
PO-02867,S002,BlueStar Freight,Tier 1,Rail,Spare Parts,WH-East,2023-06-02,2023-06-21,2023-06-21,2023,6,Q2,Jun,19,0,1,238,238,0,0.0,187.99,44741.62,1
PO-02868,S010,Reliable Goods Co.,Tier 3,Road,Raw Materials,WH-East,2023-06-02,2023-06-05,2023-06-05,2023,6,Q2,Jun,3,0,1,270,270,0,0.0,343.84,92836.8,1
PO-02869,S004,Global Parts Ltd,Tier 1,Air,Textiles,WH-Central,2023-06-02,2023-06-07,2023-06-07,2023,6,Q2,Jun,5,0,1,747,747,0,0.0,7.34,5482.98,1
PO-02870,S008,Northern Logistics,Tier 3,Rail,Spare Parts,WH-South,2023-06-03,2023-06-20,2023-06-20,2023,6,Q2,Jun,17,0,1,295,295,0,0.0,134.6,39707.0,1
PO-02871,S001,FastTrack Logistics,Tier 1,Road,Chemicals,WH-South,2023-06-03,2023-06-06,2023-06-06,2023,6,Q2,Jun,3,0,1,907,907,0,0.0,236.73,214714.11,1
PO-02872,S008,Northern Logistics,Tier 3,Rail,Packaging,WH-East,2023-06-03,2023-06-15,2023-06-16,2023,6,Q2,Jun,12,1,0,602,602,0,0.0,494.76,297845.52,1
PO-02873,S008,Northern Logistics,Tier 3,Rail,Spare Parts,WH-North,2023-06-03,2023-06-21,2023-06-21,2023,6,Q2,Jun,18,0,1,697,697,0,0.0,370.97,258566.09,1
PO-02874,S004,Global Parts Ltd,Tier 1,Air,Chemicals,WH-North,2023-06-03,2023-06-08,2023-06-08,2023,6,Q2,Jun,5,0,1,1922,1922,0,0.0,297.65,572083.3,1
PO-02875,S002,BlueStar Freight,Tier 1,Rail,Raw Materials,WH-North,2023-06-04,2023-06-13,2023-06-13,2023,6,Q2,Jun,9,0,1,1150,1150,0,0.0,409.34,470741.0,1
PO-02876,S002,BlueStar Freight,Tier 1,Rail,Components,WH-North,2023-06-04,2023-06-17,2023-06-17,2023,6,Q2,Jun,13,0,1,971,971,0,0.0,426.65,414277.15,1
PO-02877,S010,Reliable Goods Co.,Tier 3,Road,Chemicals,WH-East,2023-06-04,2023-06-25,2023-06-27,2023,6,Q2,Jun,21,2,0,1644,1637,7,0.43,15.44,25383.36,0
PO-02878,S008,Northern Logistics,Tier 3,Rail,Electronics,WH-North,2023-06-04,2023-06-12,2023-06-12,2023,6,Q2,Jun,8,0,1,633,633,0,0.0,289.36,183164.88,1
PO-02879,S006,PrimeParts Inc.,Tier 1,Sea,Electronics,WH-West,2023-06-04,2023-06-10,2023-06-10,2023,6,Q2,Jun,6,0,1,693,693,0,0.0,11.04,7650.72,1
PO-02880,S003,Apex Supply Co.,Tier 2,Road,Raw Materials,WH-Central,2023-06-04,2023-06-19,2023-06-19,2023,6,Q2,Jun,15,0,1,664,664,0,0.0,27.41,18200.24,1
